"id","feature_name_id","tag_id","checkout_count","denial_count","min_duration","max_duration","mean_duration","median_duration","stddev_duration","ckout_count","user_count","host_count"
7228,4502,127,0,0,0,0,0,0,0,0,0,0
7295,1057,111,0,0,0,0,0,0,0,0,0,0
7296,1058,111,0,0,0,0,0,0,0,0,0,0
7300,1061,111,0,0,0,0,0,0,0,0,0,0
7303,1062,111,0,0,0,0,0,0,0,0,0,0
7301,1035,111,0,0,0,0,0,0,0,0,0,0
7310,1249,111,0,0,0,0,0,0,0,0,0,0
7311,1261,111,0,0,0,0,0,0,0,0,0,0
7312,1262,111,0,0,0,0,0,0,0,0,0,0
7313,1250,111,0,0,0,0,0,0,0,0,0,0
7314,1251,111,0,0,0,0,0,0,0,0,0,0
7315,1252,111,0,0,0,0,0,0,0,0,0,0
7316,1253,111,0,0,0,0,0,0,0,0,0,0
7317,1254,111,0,0,0,0,0,0,0,0,0,0
7318,1255,111,0,0,0,0,0,0,0,0,0,0
7319,4503,111,0,0,0,0,0,0,0,0,0,0
7320,1303,111,0,0,0,0,0,0,0,0,0,0
7321,1355,111,0,0,0,0,0,0,0,0,0,0
7322,1336,111,0,0,0,0,0,0,0,0,0,0
7323,4504,111,0,0,0,0,0,0,0,0,0,0
7324,1304,111,0,0,0,0,0,0,0,0,0,0
7325,1305,111,0,0,0,0,0,0,0,0,0,0
7326,1306,111,0,0,0,0,0,0,0,0,0,0
7328,1308,111,0,0,0,0,0,0,0,0,0,0
7329,1309,111,0,0,0,0,0,0,0,0,0,0
7330,1310,111,0,0,0,0,0,0,0,0,0,0
7331,1311,111,0,0,0,0,0,0,0,0,0,0
7332,1312,111,0,0,0,0,0,0,0,0,0,0
7333,1313,111,0,0,0,0,0,0,0,0,0,0
7334,1314,111,0,0,0,0,0,0,0,0,0,0
7335,1315,111,0,0,0,0,0,0,0,0,0,0
7336,1316,111,0,0,0,0,0,0,0,0,0,0
7338,1317,111,0,0,0,0,0,0,0,0,0,0
7339,1318,111,0,0,0,0,0,0,0,0,0,0
7340,1319,111,0,0,0,0,0,0,0,0,0,0
7341,1320,111,0,0,0,0,0,0,0,0,0,0
7342,1321,111,0,0,0,0,0,0,0,0,0,0
24162,1859,618,0,0,0,0,0,0,0,0,0,0
7225,782,127,0,0,0,0,0,0,0,0,0,0
7227,787,127,0,0,0,0,0,0,0,0,0,0
7223,1885,127,0,0,0,0,0,0,0,0,0,0
22357,1418,119,0,0,0,0,0,0,0,0,0,0
7236,2150,68,0,0,0,0,0,0,0,0,0,0
7235,1079,68,0,0,0,0,0,0,0,0,0,0
7219,4365,127,0,0,0,0,0,0,0,0,0,0
7287,1666,111,0,0,0,0,0,0,0,0,0,0
7344,4505,111,0,0,0,0,0,0,0,0,0,0
7363,1397,111,0,0,0,0,0,0,0,0,0,0
7364,1398,111,0,0,0,0,0,0,0,0,0,0
7365,4210,111,0,0,0,0,0,0,0,0,0,0
1776,4506,102,22,0,1,2,1.66666666666667,2,0.577350269189626,3,1,1
21782,3952,548,8841,0,0,0,0,0,0,0,0,0
22259,2147,29,61,0,0,0,0,0,0,0,0,0
22261,3860,29,61,0,0,0,0,0,0,0,0,0
683,1563,22,41,2,0,0,0,0,0,0,0,0
3151,4507,52,524,359,17,108052,24983.6111111111,11167,32466.2368154598,18,4,5
24484,3120,627,1,0,0,0,0,0,0,0,0,0
1760,4508,102,4,0,0,0,0,0,0,0,0,0
1789,4509,102,1,0,0,0,0,0,0,0,0,0
2345,4510,109,2,0,0,0,0,0,0,0,0,0
3085,2109,116,0,0,0,0,0,0,0,0,0,0
7345,1922,111,0,0,0,0,0,0,0,0,0,0
7347,1324,111,0,0,0,0,0,0,0,0,0,0
7348,1325,111,0,0,0,0,0,0,0,0,0,0
7349,1326,111,0,0,0,0,0,0,0,0,0,0
7350,1327,111,0,0,0,0,0,0,0,0,0,0
7351,1328,111,0,0,0,0,0,0,0,0,0,0
7352,1329,111,0,0,0,0,0,0,0,0,0,0
7353,1330,111,0,0,0,0,0,0,0,0,0,0
7354,1331,111,0,0,0,0,0,0,0,0,0,0
7355,1332,111,0,0,0,0,0,0,0,0,0,0
7357,1333,111,0,0,0,0,0,0,0,0,0,0
7359,1393,111,0,0,0,0,0,0,0,0,0,0
7360,1394,111,0,0,0,0,0,0,0,0,0,0
7361,1395,111,0,0,0,0,0,0,0,0,0,0
7362,1396,111,0,0,0,0,0,0,0,0,0,0
7366,1399,111,0,0,0,0,0,0,0,0,0,0
7367,1400,111,0,0,0,0,0,0,0,0,0,0
7368,4380,111,0,0,0,0,0,0,0,0,0,0
7369,1401,111,0,0,0,0,0,0,0,0,0,0
7370,1402,111,0,0,0,0,0,0,0,0,0,0
7371,1403,111,0,0,0,0,0,0,0,0,0,0
7372,1404,111,0,0,0,0,0,0,0,0,0,0
7373,1405,111,0,0,0,0,0,0,0,0,0,0
7374,1406,111,0,0,0,0,0,0,0,0,0,0
7376,1407,111,0,0,0,0,0,0,0,0,0,0
7404,1457,111,0,0,0,0,0,0,0,0,0,0
7405,1458,111,0,0,0,0,0,0,0,0,0,0
7406,1459,111,0,0,0,0,0,0,0,0,0,0
7407,1460,111,0,0,0,0,0,0,0,0,0,0
7408,1461,111,0,0,0,0,0,0,0,0,0,0
7409,1462,111,0,0,0,0,0,0,0,0,0,0
7410,1463,111,0,0,0,0,0,0,0,0,0,0
7411,1464,111,0,0,0,0,0,0,0,0,0,0
7412,1465,111,0,0,0,0,0,0,0,0,0,0
7413,1466,111,0,0,0,0,0,0,0,0,0,0
7414,1467,111,0,0,0,0,0,0,0,0,0,0
7416,1469,111,0,0,0,0,0,0,0,0,0,0
7417,1470,111,0,0,0,0,0,0,0,0,0,0
7418,1471,111,0,0,0,0,0,0,0,0,0,0
7419,1472,111,0,0,0,0,0,0,0,0,0,0
7421,4511,111,0,0,0,0,0,0,0,0,0,0
7422,1473,111,0,0,0,0,0,0,0,0,0,0
7423,1474,111,0,0,0,0,0,0,0,0,0,0
7424,1475,111,0,0,0,0,0,0,0,0,0,0
7425,1476,111,0,0,0,0,0,0,0,0,0,0
7426,1477,111,0,0,0,0,0,0,0,0,0,0
7427,1478,111,0,0,0,0,0,0,0,0,0,0
7428,1479,111,0,0,0,0,0,0,0,0,0,0
7429,1529,111,0,0,0,0,0,0,0,0,0,0
7430,1530,111,0,0,0,0,0,0,0,0,0,0
7431,1531,111,0,0,0,0,0,0,0,0,0,0
7432,1532,111,0,0,0,0,0,0,0,0,0,0
7433,1533,111,0,0,0,0,0,0,0,0,0,0
7434,1534,111,0,0,0,0,0,0,0,0,0,0
7435,1535,111,0,0,0,0,0,0,0,0,0,0
7436,1536,111,0,0,0,0,0,0,0,0,0,0
7438,1538,111,0,0,0,0,0,0,0,0,0,0
7440,4512,111,0,0,0,0,0,0,0,0,0,0
7441,1539,111,0,0,0,0,0,0,0,0,0,0
7502,1621,111,0,0,0,0,0,0,0,0,0,0
7306,1065,111,0,0,0,0,0,0,0,0,0,0
24163,1925,618,0,0,0,0,0,0,0,0,0,0
7623,502,208,0,0,0,0,0,0,0,0,0,0
7571,4513,26,0,0,0,0,0,0,0,0,0,0
7572,178,26,0,0,0,0,0,0,0,0,0,0
7445,1543,111,0,0,0,0,0,0,0,0,0,0
7622,501,208,0,0,0,0,0,0,0,0,0,0
7576,173,26,0,5,0,0,0,0,0,0,0,0
7562,4514,80,0,0,0,0,0,0,0,0,0,0
7563,4515,80,0,0,0,0,0,0,0,0,0,0
7550,4516,206,0,0,0,0,0,0,0,0,0,0
7442,1540,111,0,0,0,0,0,0,0,0,0,0
7443,1541,111,0,0,0,0,0,0,0,0,0,0
7444,1542,111,0,0,0,0,0,0,0,0,0,0
7446,1544,111,0,0,0,0,0,0,0,0,0,0
7448,1546,111,0,0,0,0,0,0,0,0,0,0
7449,1547,111,0,0,0,0,0,0,0,0,0,0
7450,1548,111,0,0,0,0,0,0,0,0,0,0
7451,1549,111,0,0,0,0,0,0,0,0,0,0
7452,1550,111,0,0,0,0,0,0,0,0,0,0
7453,4517,111,0,0,0,0,0,0,0,0,0,0
7454,4518,111,0,0,0,0,0,0,0,0,0,0
7455,4519,111,0,0,0,0,0,0,0,0,0,0
7456,1551,111,0,0,0,0,0,0,0,0,0,0
7457,1552,111,0,0,0,0,0,0,0,0,0,0
7459,1553,111,0,0,0,0,0,0,0,0,0,0
7460,1554,111,0,0,0,0,0,0,0,0,0,0
7461,1555,111,0,0,0,0,0,0,0,0,0,0
7462,1556,111,0,0,0,0,0,0,0,0,0,0
7463,1557,111,0,0,0,0,0,0,0,0,0,0
7464,4520,111,0,0,0,0,0,0,0,0,0,0
7465,1558,111,0,0,0,0,0,0,0,0,0,0
7466,1559,111,0,0,0,0,0,0,0,0,0,0
7467,1560,111,0,0,0,0,0,0,0,0,0,0
7468,1561,111,0,0,0,0,0,0,0,0,0,0
7470,1628,111,0,0,0,0,0,0,0,0,0,0
7471,1594,111,0,0,0,0,0,0,0,0,0,0
7472,1595,111,0,0,0,0,0,0,0,0,0,0
7473,1596,111,0,0,0,0,0,0,0,0,0,0
7474,1597,111,0,0,0,0,0,0,0,0,0,0
7475,1598,111,0,0,0,0,0,0,0,0,0,0
7476,1599,111,0,0,0,0,0,0,0,0,0,0
7478,1600,111,0,0,0,0,0,0,0,0,0,0
7479,1601,111,0,0,0,0,0,0,0,0,0,0
7480,1602,111,0,0,0,0,0,0,0,0,0,0
7481,1603,111,0,0,0,0,0,0,0,0,0,0
7482,1604,111,0,0,0,0,0,0,0,0,0,0
7483,1605,111,0,0,0,0,0,0,0,0,0,0
7484,4521,111,0,0,0,0,0,0,0,0,0,0
7485,1606,111,0,0,0,0,0,0,0,0,0,0
7486,1607,111,0,0,0,0,0,0,0,0,0,0
7487,1608,111,0,0,0,0,0,0,0,0,0,0
7488,1609,111,0,0,0,0,0,0,0,0,0,0
7489,1610,111,0,0,0,0,0,0,0,0,0,0
7490,1611,111,0,0,0,0,0,0,0,0,0,0
7492,1613,111,0,0,0,0,0,0,0,0,0,0
7493,1614,111,0,0,0,0,0,0,0,0,0,0
7494,1615,111,0,0,0,0,0,0,0,0,0,0
7495,1616,111,0,0,0,0,0,0,0,0,0,0
7497,1617,111,0,0,0,0,0,0,0,0,0,0
7498,1618,111,0,0,0,0,0,0,0,0,0,0
7499,1619,111,0,0,0,0,0,0,0,0,0,0
7500,1620,111,1,0,0,0,0,0,0,0,0,0
7501,1562,111,0,0,0,0,0,0,0,0,0,0
7503,1622,111,0,0,0,0,0,0,0,0,0,0
7504,1623,111,0,0,0,0,0,0,0,0,0,0
7505,1624,111,0,0,0,0,0,0,0,0,0,0
7506,4522,111,0,0,0,0,0,0,0,0,0,0
7507,2406,111,0,0,0,0,0,0,0,0,0,0
7508,1709,111,0,0,0,0,0,0,0,0,0,0
7509,1712,111,0,0,0,0,0,0,0,0,0,0
7510,1731,111,0,0,0,0,0,0,0,0,0,0
7511,1732,111,0,0,0,0,0,0,0,0,0,0
7512,1733,111,0,0,0,0,0,0,0,0,0,0
7513,1809,111,0,0,0,0,0,0,0,0,0,0
7515,1780,111,0,0,0,0,0,0,0,0,0,0
7519,1783,111,0,0,0,0,0,0,0,0,0,0
7522,1786,111,0,0,0,0,0,0,0,0,0,0
7538,1859,111,0,0,0,0,0,0,0,0,0,0
24164,1926,618,0,0,0,0,0,0,0,0,0,0
24165,1861,618,0,0,0,0,0,0,0,0,0,0
24166,1862,618,0,0,0,0,0,0,0,0,0,0
7586,143,207,0,0,0,0,0,0,0,0,0,0
7565,4523,80,0,0,0,0,0,0,0,0,0,0
7603,4524,77,0,0,0,0,0,0,0,0,0,0
7607,4258,208,0,0,0,0,0,0,0,0,0,0
24167,1863,618,0,0,0,0,0,0,0,0,0,0
24168,3871,618,0,0,0,0,0,0,0,0,0,0
24169,3890,618,0,0,0,0,0,0,0,0,0,0
7544,1864,111,0,0,0,0,0,0,0,0,0,0
7540,1926,111,0,0,0,0,0,0,0,0,0,0
7600,4525,77,0,0,0,0,0,0,0,0,0,0
7809,4526,36,0,1,0,0,0,0,0,0,0,0
7805,901,36,0,1,0,0,0,0,0,0,0,0
7546,2249,111,0,0,0,0,0,0,0,0,0,0
7806,3193,36,0,1,0,0,0,0,0,0,0,0
24174,2249,618,0,0,0,0,0,0,0,0,0,0
7812,902,36,0,1,0,0,0,0,0,0,0,0
7807,905,36,0,1,0,0,0,0,0,0,0,0
7804,4527,36,28,1,0,0,0,0,0,0,0,0
7811,4528,36,0,0,0,0,0,0,0,0,0,0
7815,4529,209,0,0,0,0,0,0,0,0,0,0
7744,755,113,0,0,0,0,0,0,0,0,0,0
7746,2566,113,0,0,0,0,0,0,0,0,0,0
7747,591,113,0,0,0,0,0,0,0,0,0,0
7748,756,113,0,0,0,0,0,0,0,0,0,0
7768,2100,113,0,0,0,0,0,0,0,0,0,0
7767,757,113,0,0,0,0,0,0,0,0,0,0
7769,1510,113,0,0,0,0,0,0,0,0,0,0
7770,1156,113,0,0,0,0,0,0,0,0,0,0
7771,758,113,0,0,0,0,0,0,0,0,0,0
7791,1507,113,1,0,0,0,0,0,0,0,0,0
7749,759,113,0,0,0,0,0,0,0,0,0,0
7750,760,113,0,0,0,0,0,0,0,0,0,0
7733,2568,113,0,0,0,0,0,0,0,0,0,0
7751,2105,113,0,0,0,0,0,0,0,0,0,0
7789,1524,113,0,0,0,0,0,0,0,0,0,0
7561,4530,80,0,0,0,0,0,0,0,0,0,0
7531,1793,111,0,0,0,0,0,0,0,0,0,0
7518,1782,111,0,0,0,0,0,0,0,0,0,0
7520,1784,111,0,0,0,0,0,0,0,0,0,0
7521,1785,111,0,0,0,0,0,0,0,0,0,0
7523,1787,111,0,0,0,0,0,0,0,0,0,0
7524,1788,111,0,0,0,0,0,0,0,0,0,0
7525,1789,111,0,0,0,0,0,0,0,0,0,0
7526,1790,111,0,0,0,0,0,0,0,0,0,0
7527,1791,111,0,0,0,0,0,0,0,0,0,0
7528,4531,111,0,0,0,0,0,0,0,0,0,0
7517,1781,111,0,0,0,0,0,0,0,0,0,0
7529,1792,111,0,0,0,0,0,0,0,0,0,0
7530,1923,111,0,0,0,0,0,0,0,0,0,0
7599,3188,77,0,0,0,0,0,0,0,0,0,0
7532,1794,111,0,0,0,0,0,0,0,0,0,0
7533,1795,111,0,0,0,0,0,0,0,0,0,0
7534,1796,111,0,0,0,0,0,0,0,0,0,0
7535,1857,111,0,0,0,0,0,0,0,0,0,0
7536,1870,111,0,0,0,0,0,0,0,0,0,0
7537,1858,111,0,0,0,0,0,0,0,0,0,0
24173,1860,618,0,0,0,0,0,0,0,0,0,0
7545,1860,111,0,0,0,0,0,0,0,0,0,0
7542,1862,111,0,0,0,0,0,0,0,0,0,0
7543,1863,111,0,0,0,0,0,0,0,0,0,0
24170,1864,618,0,0,0,0,0,0,0,0,0,0
24171,3225,618,2,0,0,0,0,0,0,0,0,0
7564,4532,80,0,0,0,0,0,0,0,0,0,0
7598,2814,207,0,0,0,0,0,0,0,0,0,0
7594,1193,207,0,0,0,0,0,0,0,0,0,0
7585,137,207,0,0,0,0,0,0,0,0,0,0
7580,138,207,0,0,0,0,0,0,0,0,0,0
7595,2872,207,0,0,0,0,0,0,0,0,0,0
24242,538,491,6,0,0,0,0,0,0,0,0,0
7581,139,207,0,0,0,0,0,0,0,0,0,0
7588,1195,207,0,0,0,0,0,0,0,0,0,0
7582,140,207,0,0,0,0,0,0,0,0,0,0
7591,1196,207,0,0,0,0,0,0,0,0,0,0
7583,141,207,0,0,0,0,0,0,0,0,0,0
7597,1197,207,0,0,0,0,0,0,0,0,0,0
7584,2874,207,0,0,0,0,0,0,0,0,0,0
7579,142,207,0,0,0,0,0,0,0,0,0,0
7592,1573,207,0,0,0,0,0,0,0,0,0,0
22704,4533,57,0,0,0,0,0,0,0,0,0,0
7552,1639,206,0,0,0,0,0,0,0,0,0,0
7568,4534,80,0,0,0,0,0,0,0,0,0,0
7554,2450,206,0,0,0,0,0,0,0,0,0,0
7566,4535,80,0,0,0,0,0,0,0,0,0,0
7567,4536,80,0,0,0,0,0,0,0,0,0,0
7553,1653,206,0,0,0,0,0,0,0,0,0,0
7602,4537,77,0,0,0,0,0,0,0,0,0,0
7604,4538,77,0,0,0,0,0,0,0,0,0,0
7831,4258,212,0,0,0,0,0,0,0,0,0,0
7541,1861,111,0,0,0,0,0,0,0,0,0,0
24172,3220,618,0,0,0,0,0,0,0,0,0,0
7555,4539,206,0,0,0,0,0,0,0,0,0,0
7551,4540,206,0,0,0,0,0,0,0,0,0,0
7558,4541,80,0,0,0,0,0,0,0,0,0,0
7782,599,113,0,0,0,0,0,0,0,0,0,0
7965,4542,218,0,0,0,0,0,0,0,0,0,0
7776,267,113,0,0,0,0,0,0,0,0,0,0
7738,588,113,0,0,0,0,0,0,0,0,0,0
7930,4543,123,0,0,0,0,0,0,0,0,0,0
7925,4544,123,0,0,0,0,0,0,0,0,0,0
8009,2686,28,43,0,0,0,0,0,0,0,0,0
8002,2216,28,0,0,0,0,0,0,0,0,0,0
8005,2287,28,0,0,0,0,0,0,0,0,0,0
8006,2288,28,0,0,0,0,0,0,0,0,0,0
8015,747,28,0,0,0,0,0,0,0,0,0,0
8017,1237,28,0,0,0,0,0,0,0,0,0,0
7921,4545,123,0,0,0,0,0,0,0,0,0,0
7908,4546,123,0,0,0,0,0,0,0,0,0,0
7752,2104,113,0,0,0,0,0,0,0,0,0,0
8000,2466,28,73,0,0,0,0,0,0,0,0,0
7753,1514,113,0,0,0,0,0,0,0,0,0,0
7754,1512,113,0,0,0,0,0,0,0,0,0,0
7755,1516,113,0,0,0,0,0,0,0,0,0,0
7756,761,113,0,0,0,0,0,0,0,0,0,0
7773,2106,113,0,0,0,0,0,0,0,0,0,0
7734,1658,113,0,0,0,0,0,0,0,0,0,0
7735,1515,113,0,0,0,0,0,0,0,0,0,0
7774,762,113,0,0,0,0,0,0,0,0,0,0
7736,763,113,0,0,0,0,0,0,0,0,0,0
7737,1660,113,0,0,0,0,0,0,0,0,0,0
7775,1513,113,0,0,0,0,0,0,0,0,0,0
7792,1518,113,0,0,0,0,0,0,0,0,0,0
7777,1506,113,0,0,0,0,0,0,0,0,0,0
7742,512,113,0,0,0,0,0,0,0,0,0,0
7793,1520,113,0,0,0,0,0,0,0,0,0,0
7778,684,113,0,0,0,0,0,0,0,0,0,0
7757,764,113,0,0,0,0,0,0,0,0,0,0
7758,2107,113,0,0,0,0,0,0,0,0,0,0
7794,963,113,0,0,0,0,0,0,0,0,0,0
7779,1521,113,0,0,0,0,0,0,0,0,0,0
7795,2176,113,0,0,0,0,0,0,0,0,0,0
7796,833,113,0,0,0,0,0,0,0,0,0,0
7780,1519,113,0,0,0,0,0,0,0,0,0,0
7797,834,113,0,0,0,0,0,0,0,0,0,0
7761,827,113,0,0,0,0,0,0,0,0,0,0
7760,2108,113,0,0,0,0,0,0,0,0,0,0
7798,835,113,0,0,0,0,0,0,0,0,0,0
7762,836,113,0,0,0,0,0,0,0,0,0,0
7763,917,113,0,0,0,0,0,0,0,0,0,0
7743,837,113,0,0,0,0,0,0,0,0,0,0
7781,1522,113,0,0,0,0,0,0,0,0,0,0
7739,270,113,0,0,0,0,0,0,0,0,0,0
7799,918,113,0,0,0,0,0,0,0,0,0,0
7784,838,113,0,0,0,0,0,0,0,0,0,0
7783,2109,113,1,0,0,0,0,0,0,0,0,0
7785,1576,113,0,0,0,0,0,0,0,0,0,0
7786,1523,113,0,0,0,0,0,0,0,0,0,0
7787,2110,113,0,0,0,0,0,0,0,0,0,0
7741,1585,113,0,0,0,0,0,0,0,0,0,0
7788,271,113,0,0,0,0,0,0,0,0,0,0
7740,920,113,0,0,0,0,0,0,0,0,0,0
7764,921,113,0,0,0,0,0,0,0,0,0,0
7790,2111,113,0,0,0,0,0,0,0,0,0,0
7766,922,113,0,0,0,0,0,0,0,0,0,0
7745,923,113,0,0,0,0,0,0,0,0,0,0
7814,4547,209,0,0,0,0,0,0,0,0,0,0
5981,4548,171,74,9,7648,7686,7667,7667,26.8700576850888,2,1,1
7923,4549,123,0,0,0,0,0,0,0,0,0,0
7910,4550,123,0,0,0,0,0,0,0,0,0,0
7914,4551,123,0,0,0,0,0,0,0,0,0,0
7926,4552,123,0,0,0,0,0,0,0,0,0,0
7984,4553,132,4,0,0,0,0,0,0,0,0,0
8010,4554,28,0,0,0,0,0,0,0,0,0,0
8021,2167,28,21,0,0,0,0,0,0,0,0,0
7962,4555,216,0,0,0,0,0,0,0,0,0,0
22839,4556,566,0,0,0,0,0,0,0,0,0,0
22840,1200,566,0,0,0,0,0,0,0,0,0,0
7977,4557,218,11,0,0,0,0,0,0,0,0,0
7993,4558,28,0,0,0,0,0,0,0,0,0,0
8012,4379,28,0,0,0,0,0,0,0,0,0,0
22705,4559,57,0,0,0,0,0,0,0,0,0,0
7975,4560,218,11,0,0,0,0,0,0,0,0,0
7990,4561,132,0,0,0,0,0,0,0,0,0,0
7920,4562,123,0,0,0,0,0,0,0,0,0,0
7943,4563,216,0,0,0,0,0,0,0,0,0,0
7972,4382,218,11,0,0,0,0,0,0,0,0,0
7949,4564,216,0,0,0,0,0,0,0,0,0,0
7936,4565,216,0,0,0,0,0,0,0,0,0,0
7947,4566,216,3,0,0,0,0,0,0,0,0,0
8038,1578,28,0,0,0,0,0,0,0,0,0,0
7959,4567,216,0,0,0,0,0,0,0,0,0,0
8045,4568,28,0,0,0,0,0,0,0,0,0,0
7938,4569,216,0,0,0,0,0,0,0,0,0,0
7954,4570,216,0,0,0,0,0,0,0,0,0,0
7919,4571,123,0,0,0,0,0,0,0,0,0,0
8084,1239,114,0,0,0,0,0,0,0,0,0,0
7955,4572,216,0,0,0,0,0,0,0,0,0,0
8048,1154,28,0,0,0,0,0,0,0,0,0,0
8083,3947,114,0,0,0,0,0,0,0,0,0,0
8075,4573,63,1,0,0,0,0,0,0,0,0,0
8011,4574,28,0,0,0,0,0,0,0,0,0,0
8013,4575,28,0,0,0,0,0,0,0,0,0,0
8014,1725,28,0,0,0,0,0,0,0,0,0,0
7998,2359,28,0,0,0,0,0,0,0,0,0,0
7994,171,28,0,0,0,0,0,0,0,0,0,0
8074,4576,63,10,0,85257,86409,85833,85833,814.587011926903,2,1,1
8041,4577,28,0,0,0,0,0,0,0,0,0,0
8042,4578,28,0,0,0,0,0,0,0,0,0,0
8043,4488,28,0,0,0,0,0,0,0,0,0,0
8046,4579,28,0,0,0,0,0,0,0,0,0,0
8001,2480,28,0,0,0,0,0,0,0,0,0,0
8050,1763,28,0,0,0,0,0,0,0,0,0,0
8051,1829,28,0,0,0,0,0,0,0,0,0,0
8049,1152,28,107,0,25,25,25,25,0,1,1,1
8033,1832,28,13,0,0,0,0,0,0,0,0,0
8035,1839,28,5,0,0,0,0,0,0,0,0,0
7966,4580,218,0,0,0,0,0,0,0,0,0,0
7963,4581,217,133,0,0,0,0,0,0,0,0,0
7907,4582,123,5,0,0,0,0,0,0,0,0,0
7960,4583,216,0,0,0,0,0,0,0,0,0,0
7951,4584,216,0,0,0,0,0,0,0,0,0,0
7956,4585,216,0,0,0,0,0,0,0,0,0,0
7961,4586,216,0,0,0,0,0,0,0,0,0,0
7957,1806,216,0,0,0,0,0,0,0,0,0,0
7952,4587,216,0,0,0,0,0,0,0,0,0,0
7950,4588,216,0,0,0,0,0,0,0,0,0,0
7958,4589,216,0,0,0,0,0,0,0,0,0,0
7953,4590,216,0,0,0,0,0,0,0,0,0,0
7927,4591,123,0,0,0,0,0,0,0,0,0,0
7915,4592,123,0,0,0,0,0,0,0,0,0,0
7978,2364,138,0,0,0,0,0,0,0,0,0,0
8036,2302,28,2,0,0,0,0,0,0,0,0,0
8037,4365,28,0,0,0,0,0,0,0,0,0,0
7916,4593,123,4,0,0,0,0,0,0,0,0,0
7928,4594,123,0,0,0,0,0,0,0,0,0,0
7917,4595,123,0,0,0,0,0,0,0,0,0,0
7976,4596,218,5,0,0,0,0,0,0,0,0,0
22706,4597,57,0,0,0,0,0,0,0,0,0,0
22707,4598,57,0,0,0,0,0,0,0,0,0,0
22708,4599,57,0,0,0,0,0,0,0,0,0,0
8022,1269,28,0,0,0,0,0,0,0,0,0,0
8024,1270,28,0,0,0,0,0,0,0,0,0,0
8026,1271,28,0,0,0,0,0,0,0,0,0,0
8028,1272,28,0,0,0,0,0,0,0,0,0,0
8029,1273,28,0,0,0,0,0,0,0,0,0,0
8031,1274,28,0,0,0,0,0,0,0,0,0,0
8061,2316,28,0,0,0,0,0,0,0,0,0,0
8059,1885,28,0,0,0,0,0,0,0,0,0,0
7971,4600,218,0,0,0,0,0,0,0,0,0,0
7986,4601,132,19,0,49,4753,2980.33333333333,4139,2557.1048733545,3,1,1
20859,2638,526,9574,0,1,4153092,73712.0526155486,788,271557.578113381,13133,97,87
7974,4602,218,0,0,0,0,0,0,0,0,0,0
7973,4603,218,0,0,0,0,0,0,0,0,0,0
22842,1158,566,0,0,0,0,0,0,0,0,0,0
7967,4604,218,0,0,0,0,0,0,0,0,0,0
7929,4605,123,0,0,0,0,0,0,0,0,0,0
7918,4606,123,0,0,0,0,0,0,0,0,0,0
22843,2730,566,0,0,0,0,0,0,0,0,0,0
7969,4607,218,0,0,0,0,0,0,0,0,0,0
17899,4608,64,0,2,0,0,0,0,0,0,0,0
7995,314,28,3,0,0,0,0,0,0,0,0,0
8070,2831,28,0,0,0,0,0,0,0,0,0,0
22007,4609,448,0,0,0,0,0,0,0,0,0,0
7937,4610,216,0,3,0,0,0,0,0,0,0,0
7946,4611,216,0,0,0,0,0,0,0,0,0,0
7942,4612,216,0,0,0,0,0,0,0,0,0,0
7944,4613,216,0,0,0,0,0,0,0,0,0,0
7941,4614,216,0,0,0,0,0,0,0,0,0,0
7945,4615,216,0,0,0,0,0,0,0,0,0,0
7934,4616,216,0,0,0,0,0,0,0,0,0,0
7939,4617,216,0,0,0,0,0,0,0,0,0,0
7935,4618,216,0,0,0,0,0,0,0,0,0,0
7940,4619,216,0,0,0,0,0,0,0,0,0,0
7948,4620,216,0,0,0,0,0,0,0,0,0,0
7992,4621,132,4,0,0,0,0,0,0,0,0,0
8058,275,28,0,0,0,0,0,0,0,0,0,0
22709,4622,57,0,0,0,0,0,0,0,0,0,0
8130,267,114,0,0,0,0,0,0,0,0,0,0
8175,4623,48,0,0,0,0,0,0,0,0,0,0
8102,756,114,0,0,0,0,0,0,0,0,0,0
8131,1506,114,0,0,0,0,0,0,0,0,0,0
8136,599,114,0,0,0,0,0,0,0,0,0,0
8162,3193,48,0,0,0,0,0,0,0,0,0,0
8171,4624,48,0,0,0,0,0,0,0,0,0,0
8170,4625,48,0,0,0,0,0,0,0,0,0,0
8160,4626,48,7,0,0,0,0,0,0,0,0,0
8154,4627,48,33,0,21,4667,1208.66666666667,370.5,1791.01699228865,6,1,2
8155,4628,48,10,0,0,0,0,0,0,0,0,0
8173,4629,48,0,0,0,0,0,0,0,0,0,0
8169,4630,48,0,0,0,0,0,0,0,0,0,0
8185,4631,220,0,0,0,0,0,0,0,0,0,0
8098,755,114,0,0,0,0,0,0,0,0,0,0
12797,3044,317,0,0,0,0,0,0,0,0,0,0
8101,591,114,0,0,0,0,0,0,0,0,0,0
8122,2100,114,0,0,0,0,0,0,0,0,0,0
8121,757,114,0,0,0,0,0,0,0,0,0,0
8123,1510,114,0,0,0,0,0,0,0,0,0,0
8124,1156,114,0,0,0,0,0,0,0,0,0,0
8125,758,114,0,0,0,0,0,0,0,0,0,0
8145,1507,114,0,0,0,0,0,0,0,0,0,0
8126,1508,114,0,0,0,0,0,0,0,0,0,0
8103,759,114,0,0,0,0,0,0,0,0,0,0
8104,760,114,0,0,0,0,0,0,0,0,0,0
8106,2104,114,0,0,0,0,0,0,0,0,0,0
